accession	barcode	segment_name	space	segment_subtype	clade	gl_clade
A/swine/Arkansas/A02861470/2023	A02861470	NA		N2	2016	2016
A/swine/Ohio/A02861299/2023	A02861299	NA		N2	2016	2016
A/swine/Ohio/A02861391/2023	A02861391	NA		N2	2016	2016
A/swine/Ohio/A02861681/2023	A02861681	NA		N2	2016	2016
A/swine/Indiana/A02750772/2022	A02750772	NA		N2	2016	2016
A/swine/Indiana/A02861251/2023	A02861251	NA		N2	2016	2016
A/swine/Indiana/A02861625/2023	A02861625	NA		N2	2016	2016
A/swine/Indiana/A02861589/2023	A02861589	NA		N2	2016	2016
A/swine/Iowa/A02861683/2023	A02861683	NA		N2	2016	2016
A/swine/Indiana/A02861538/2023	A02861538	NA		N2	2016	2016
A/swine/Ohio/A02684930/2023	A02684930	NA		N2	2016	2016
A/swine/Ohio/A02685047/2023	A02685047	NA		N2	2016	2016
A/swine/Ohio/A02685087/2022	A02685087	NA		N2	2016	2016
A/swine/Ohio/A02685090/2022	A02685090	NA		N2	2016	2016
A/swine/Ohio/A02685126/2023	A02685126	NA		N2	2016	2016
A/swine/Ohio/A02684928/2023	A02684928	NA		N2	2016	2016
A/swine/Pennsylvania/A02758600/2023	A02758600	NA		N2	humanSeasonal	humanSeasonal
A/swine/North_Carolina/A02751333/2022	A02751333	NA		N2	humanSeasonal	humanSeasonal
A/swine/North_Carolina/A02758610/2023	A02758610	NA		N2	humanSeasonal	humanSeasonal
A/swine/North_Carolina/A02758607/2023	A02758607	NA		N2	humanSeasonal	humanSeasonal
A/swine/North_Carolina/O41356/2023		NA		N2	humanSeasonal	humanSeasonal
A/swine/Missouri/A02758605/2023	A02758605	NA		N2	humanSeasonal	humanSeasonal
A/swine/Missouri/A02524408/2023	A02524408	NA		N2	humanSeasonal	humanSeasonal
A/swine/Colorado/A02758606/2023	A02758606	NA		N2	humanSeasonal	humanSeasonal
A/swine/Colorado/A02758608/2023	A02758608	NA		N2	humanSeasonal	humanSeasonal
A/swine/Colorado/A02758609/2023	A02758609	NA		N2	humanSeasonal	humanSeasonal
A/swine/Montana/A02751318/2022	A02751318	NA		N2	LAIV-98	LAIV-98
A/swine/Nebraska/A02751100/2022	A02751100	NA		N2	LAIV-98	LAIV-98
A/swine/Illinois/A02751380/2023	A02751380	NA		N2	LAIV-98	LAIV-98
A/swine/Illinois/A02751154/2022	A02751154	NA		N2	LAIV-98	LAIV-98
A/swine/Illinois/A02750894/2022	A02750894	NA		N2	LAIV-98	LAIV-98
A/swine/Indiana/A02751539/2023	A02751539	NA		N2	LAIV-98	LAIV-98
A/swine/South_Dakota/A02636463/2022	A02636463	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02750940/2022	A02750940	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02751248/2022	A02751248	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02751324/2022	A02751324	NA		N2	1998B	1998B
A/swine/Iowa/A02750918/2022	A02750918	NA		N2	1998B	1998B
A/swine/Iowa/A02751054/2022	A02751054	NA		N2	1998B	1998B
A/swine/North_Carolina/A02978448/2023	A02978448	NA		N2	1998B	1998B
A/swine/Missouri/A02750855/2022	A02750855	NA		N2	1998B	1998B
A/swine/Missouri/A02636355/2022	A02636355	NA		N2	1998B	1998B
A/swine/Missouri/A02750725/2022	A02750725	NA		N2	1998B	1998B
A/swine/Missouri/A02751216/2022	A02751216	NA		N2	1998B	1998B
A/swine/Iowa/A02751307/2022	A02751307	NA		N2	1998B	1998B
A/swine/Iowa/A02751059/2022	A02751059	NA		N2	1998B	1998B
A/swine/Iowa/A02751148/2022	A02751148	NA		N2	1998B	1998B
A/swine/Iowa/A02861385/2023	A02861385	NA		N2	1998B	1998B
A/swine/Iowa/A02861556/2023	A02861556	NA		N2	1998B	1998B
A/swine/Iowa/A02861668/2023	A02861668	NA		N2	1998B	1998B
A/swine/Iowa/A02750702/2022	A02750702	NA		N2	1998B	1998B
A/swine/Iowa/A02750658/2022	A02750658	NA		N2	1998B	1998B
A/swine/Iowa/A02636484/2022	A02636484	NA		N2	1998B	1998B
A/swine/Iowa/A02636455/2022	A02636455	NA		N2	1998B	1998B
A/swine/Iowa/A02861594/2023	A02861594	NA		N2	1998B	1998B
A/swine/Iowa/A02750811/2022	A02750811	NA		N2	1998B	1998B
A/swine/Iowa/A02861269/2023	A02861269	NA		N2	1998B	1998B
A/swine/Iowa/A02861398/2023	A02861398	NA		N2	1998B	1998B
A/swine/Iowa/A02861569/2023	A02861569	NA		N2	1998B	1998B
A/swine/Iowa/A02861233/2023	A02861233	NA		N2	1998B	1998B
A/swine/Iowa/A02751038/2022	A02751038	NA		N2	1998B	1998B
A/swine/Iowa/A02978516/2023	A02978516	NA		N2	1998B	1998B
A/swine/Minnesota/A02861698/2023	A02861698	NA		N2	1998B	1998B
A/swine/Iowa/A02861579/2023	A02861579	NA		N2	1998B	1998B
A/swine/Iowa/A02861600/2023	A02861600	NA		N2	1998B	1998B
A/swine/Iowa/A02861573/2023	A02861573	NA		N2	1998B	1998B
A/swine/Iowa/A02861795/2023	A02861795	NA		N2	1998B	1998B
A/swine/Iowa/A02751256/2022	A02751256	NA		N2	1998B	1998B
A/swine/Iowa/A02751406/2022	A02751406	NA		N2	1998B	1998B
A/swine/Iowa/A02750863/2022	A02750863	NA		N2	1998B	1998B
A/swine/Iowa/A02861723/2023	A02861723	NA		N2	1998B	1998B
A/swine/Iowa/A02861724/2023	A02861724	NA		N2	1998B	1998B
A/swine/Iowa/A02861353/2023	A02861353	NA		N2	1998B	1998B
A/swine/Missouri/A02861649/2023	A02861649	NA		N2	1998B	1998B
A/swine/Missouri/A02861790/2023	A02861790	NA		N2	1998B	1998B
A/swine/Missouri/A02861704/2023	A02861704	NA		N2	1998B	1998B
A/swine/Iowa/A02751464/2023	A02751464	NA		N2	1998B	1998B
A/swine/Iowa/A02751473/2023	A02751473	NA		N2	1998B	1998B
A/swine/Iowa/A02751507/2023	A02751507	NA		N2	1998B	1998B
A/swine/Iowa/A02861720/2023	A02861720	NA		N2	1998B	1998B
A/swine/Iowa/A02861769/2023	A02861769	NA		N2	1998B	1998B
A/swine/Iowa/A02861617/2023	A02861617	NA		N2	1998B	1998B
A/swine/Iowa/A02861642/2023	A02861642	NA		N2	1998B	1998B
A/swine/Iowa/A02861785/2023	A02861785	NA		N2	1998B	1998B
A/swine/Minnesota/A02978517/2023	A02978517	NA		N2	1998B	1998B
A/swine/Iowa/A02861765/2023	A02861765	NA		N2	1998B	1998B
A/swine/Iowa/A02861459/2023	A02861459	NA		N2	1998B	1998B
A/swine/Iowa/A02861766/2023	A02861766	NA		N2	1998B	1998B
A/swine/Iowa/A02751519/2023	A02751519	NA		N2	1998B	1998B
A/swine/Iowa/A02861518/2023	A02861518	NA		N2	1998B	1998B
A/swine/Minnesota/A02978527/2023	A02978527	NA		N2	1998B	1998B
A/swine/Iowa/A02750673/2022	A02750673	NA		N2	1998B	1998B
A/swine/Iowa/A02751398/2022	A02751398	NA		N2	1998B	1998B
A/swine/Iowa/A02750795/2022	A02750795	NA		N2	1998B	1998B
A/swine/Iowa/A02750891/2022	A02750891	NA		N2	1998B	1998B
A/swine/Minnesota/A02751254/2022	A02751254	NA		N2	1998B	1998B
A/swine/Minnesota/A02711809/2022	A02711809	NA		N2	1998B	1998B
A/swine/Iowa/A02750680/2022	A02750680	NA		N2	1998B	1998B
A/swine/Minnesota/A02636602/2022	A02636602	NA		N2	1998B	1998B
A/swine/Iowa/A02636375/2022	A02636375	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU0518/2022	22TOSU0518	NA		N2	1998B	1998B
A/swine/Iowa/A02751195/2022	A02751195	NA		N2	1998B	1998B
A/swine/Minnesota/A02712622/2022	A02712622	NA		N2	1998B	1998B
A/swine/Iowa/A02711597/2022	A02711597	NA		N2	1998B	1998B
A/swine/Minnesota/A02712636/2022	A02712636	NA		N2	1998B	1998B
A/swine/Michigan/A02636389/2022	A02636389	NA		N2	1998B	1998B
A/swine/Iowa/A02751575/2023	A02751575	NA		N2	1998B	1998B
A/swine/Iowa/A02861671/2023	A02861671	NA		N2	1998B	1998B
A/swine/Michigan/A02246914/2022	A02246914	NA		N2	1998B	1998B
A/swine/Minnesota/A02978464/2023	A02978464	NA		N2	1998B	1998B
A/swine/Iowa/A02978537/2023	A02978537	NA		N2	1998B	1998B
A/swine/Iowa/A02978538/2023	A02978538	NA		N2	1998B	1998B
A/swine/Minnesota/A0710710/2023		NA		N2	1998B	1998B
A/swine/Minnesota/A02978543/2023	A02978543	NA		N2	1998B	1998B
A/swine/Minnesota/A02978518/2023	A02978518	NA		N2	1998B	1998B
A/swine/Iowa/A02750821/2022	A02750821	NA		N2	1998B	1998B
A/swine/Iowa/A02636371/2022	A02636371	NA		N2	1998B	1998B
A/swine/Iowa/A02861576/2023	A02861576	NA		N2	1998B	1998B
A/swine/Iowa/A02861439/2023	A02861439	NA		N2	1998B	1998B
A/swine/Iowa/A02751093/2022	A02751093	NA		N2	1998B	1998B
A/swine/Iowa/A02861265/2023	A02861265	NA		N2	1998B	1998B
A/swine/Iowa/A02861566/2023	A02861566	NA		N2	1998B	1998B
A/swine/Iowa/A02861641/2023	A02861641	NA		N2	1998B	1998B
A/swine/Iowa/A02861363/2023	A02861363	NA		N2	1998B	1998B
A/swine/Iowa/A02750746/2022	A02750746	NA		N2	1998B	1998B
A/swine/Iowa/A02636540/2022	A02636540	NA		N2	1998B	1998B
A/swine/Iowa/A02751599/2023	A02751599	NA		N2	1998B	1998B
A/swine/Iowa/A02861775/2023	A02861775	NA		N2	1998B	1998B
A/swine/Iowa/A02751058/2022	A02751058	NA		N2	1998B	1998B
A/swine/Iowa/A02636510/2022	A02636510	NA		N2	1998B	1998B
A/swine/Iowa/A02636680/2022	A02636680	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU0533/2022	22TOSU0533	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1579/2022	22TOSU1579	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU2683/2022	22TOSU2683	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU2690/2022	22TOSU2690	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU2691/2022	22TOSU2691	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU2692/2022	22TOSU2692	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU2700/2022	22TOSU2700	NA		N2	1998B	1998B
A/swine/Ohio/A02750818/2022	A02750818	NA		N2	1998B	1998B
A/swine/Ohio/A02751173/2022	A02751173	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU0490/2022	22TOSU0490	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3549/2022	22TOSU3549	NA		N2	1998B	1998B
A/swine/Indiana/A02750887/2022	A02750887	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU1165/2022	22TOSU1165	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU2835/2022	22TOSU2835	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU2838/2022	22TOSU2838	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU2843/2022	22TOSU2843	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1425/2022	22TOSU1425	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1537/2022	22TOSU1537	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1541/2022	22TOSU1541	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1565/2022	22TOSU1565	NA		N2	1998B	1998B
A/swine/Illinois/A02751432/2022	A02751432	NA		N2	1998B	1998B
A/swine/Illinois/A02750636/2022	A02750636	NA		N2	1998B	1998B
A/swine/Iowa/A02750815/2022	A02750815	NA		N2	1998B	1998B
A/swine/Iowa/A02750996/2022	A02750996	NA		N2	1998B	1998B
A/swine/Iowa/A02750997/2022	A02750997	NA		N2	1998B	1998B
A/swine/Iowa/A02750683/2022	A02750683	NA		N2	1998B	1998B
A/swine/Iowa/A02861719/2023	A02861719	NA		N2	1998B	1998B
A/swine/Iowa/A02861760/2023	A02861760	NA		N2	1998B	1998B
A/swine/Illinois/A02861386/2023	A02861386	NA		N2	1998B	1998B
A/swine/Iowa/A02861440/2023	A02861440	NA		N2	1998B	1998B
A/swine/Illinois/A02861476/2023	A02861476	NA		N2	1998B	1998B
A/swine/Minnesota/A02978539/2023	A02978539	NA		N2	1998B	1998B
A/swine/Iowa/A02861479/2023	A02861479	NA		N2	1998B	1998B
A/swine/Iowa/A02861510/2023	A02861510	NA		N2	1998B	1998B
A/swine/Illinois/A02751365/2023	A02751365	NA		N2	1998B	1998B
A/swine/Illinois/A02751334/2022	A02751334	NA		N2	1998B	1998B
A/swine/Illinois/A02861372/2023	A02861372	NA		N2	1998B	1998B
A/swine/Iowa/A02861601/2023	A02861601	NA		N2	1998B	1998B
A/swine/Illinois/A02861635/2023	A02861635	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3806/2022	22TOSU3806	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3807/2022	22TOSU3807	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3814/2022	22TOSU3814	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3856/2022	22TOSU3856	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3858/2022	22TOSU3858	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3859/2022	22TOSU3859	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3861/2022	22TOSU3861	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3862/2022	22TOSU3862	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3866/2022	22TOSU3866	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3868/2022	22TOSU3868	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3875/2022	22TOSU3875	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3863/2022	22TOSU3863	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1432/2022	22TOSU1432	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1669/2022	22TOSU1669	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1428/2022	22TOSU1428	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1488/2022	22TOSU1488	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1499/2022	22TOSU1499	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU2805/2022	22TOSU2805	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3805/2022	22TOSU3805	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1435/2022	22TOSU1435	NA		N2	1998B	1998B
A/swine/Illinois/22TOSU2034/2022	22TOSU2034	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU0507/2022	22TOSU0507	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU0516/2022	22TOSU0516	NA		N2	1998B	1998B
A/swine/Indiana/22TOSU0521/2022	22TOSU0521	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1408/2022	22TOSU1408	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1426/2022	22TOSU1426	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1438/2022	22TOSU1438	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1479/2022	22TOSU1479	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1480/2022	22TOSU1480	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1481/2022	22TOSU1481	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1483/2022	22TOSU1483	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1489/2022	22TOSU1489	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1490/2022	22TOSU1490	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1491/2022	22TOSU1491	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1493/2022	22TOSU1493	NA		N2	1998B	1998B
A/swine/Iowa/22TOSU1681/2022	22TOSU1681	NA		N2	1998B	1998B
A/swine/Illinois/22TOSU2110/2022	22TOSU2110	NA		N2	1998B	1998B
A/swine/Kentucky/22TOSU2360/2022	22TOSU2360	NA		N2	1998B	1998B
A/swine/Kentucky/22TOSU2361/2022	22TOSU2361	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3545/2022	22TOSU3545	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3703/2022	22TOSU3703	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3708/2022	22TOSU3708	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3713/2022	22TOSU3713	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3718/2022	22TOSU3718	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3719/2022	22TOSU3719	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3722/2022	22TOSU3722	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3723/2022	22TOSU3723	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3724/2022	22TOSU3724	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3802/2022	22TOSU3802	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3803/2022	22TOSU3803	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3804/2022	22TOSU3804	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3808/2022	22TOSU3808	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3809/2022	22TOSU3809	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3810/2022	22TOSU3810	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3811/2022	22TOSU3811	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3812/2022	22TOSU3812	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3816/2022	22TOSU3816	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3817/2022	22TOSU3817	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3819/2022	22TOSU3819	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3820/2022	22TOSU3820	NA		N2	1998B	1998B
A/swine/Ohio/22TOSU3823/2022	22TOSU3823	NA		N2	1998B	1998B
A/swine/Missouri/A02750681/2022	A02750681	NA		N2	1998B	1998B
A/swine/Missouri/A02750723/2022	A02750723	NA		N2	1998B	1998B
A/swine/Wisconsin/A02861354/2023	A02861354	NA		N2	1998B	1998B
A/swine/Iowa/A02750664/2022	A02750664	NA		N2	1998B	1998B
A/swine/Iowa/A02751044/2022	A02751044	NA		N2	1998B	1998B
A/swine/Iowa/A02751418/2022	A02751418	NA		N2	1998B	1998B
A/swine/Iowa/A02750878/2022	A02750878	NA		N2	1998B	1998B
A/swine/Nebraska/A02861650/2023	A02861650	NA		N2	1998B	1998B
A/swine/Minnesota/A02751087/2022	A02751087	NA		N2	1998B	1998B
A/swine/Iowa/A02751560/2023	A02751560	NA		N2	1998B	1998B
A/swine/Ohio/A02751562/2023	A02751562	NA		N2	1998B	1998B
A/swine/Iowa/A02636583/2022	A02636583	NA		N2	1998B	1998B
A/swine/Oklahoma/A02712166/2022	A02712166	NA		N2	1998B	1998B
A/swine/Oklahoma/A02978460/2023	A02978460	NA		N2	1998B	1998B
A/swine/Texas/A02861695/2023	A02861695	NA		N2	1998B	1998B
A/swine/Oklahoma/A02861798/2023	A02861798	NA		N2	1998B	1998B
A/swine/Oklahoma/A02711853/2022	A02711853	NA		N2	1998B	1998B
A/swine/Oklahoma/A02712638/2022	A02712638	NA		N2	1998B	1998B
A/swine/Oklahoma/A02978502/2023	A02978502	NA		N2	1998B	1998B
A/swine/Okhaloma/A02978463/2023	A02978463	NA		N2	1998B	1998B
A/swine/Oklahoma/A02712159/2022	A02712159	NA		N2	1998B	1998B
A/swine/Minnesota/A02711800/2022	A02711800	NA		N2	1998B	1998B
A/swine/Iowa/A02636460/2022	A02636460	NA		N2	1998B	1998B
A/swine/South_Dakota/A02751091/2022	A02751091	NA		N2	1998B	1998B
A/swine/Iowa/A02751147/2022	A02751147	NA		N2	1998B	1998B
A/swine/Illinois/A02751197/2022	A02751197	NA		N2	1998B	1998B
A/swine/Iowa/A02751061/2022	A02751061	NA		N2	1998B	1998B
A/swine/South_Dakota/A02636513/2022	A02636513	NA		N2	1998B	1998B
A/swine/Iowa/A02861800/2023	A02861800	NA		N2	1998B	1998B
A/swine/Iowa/A02751002/2022	A02751002	NA		N2	1998B	1998B
A/swine/Iowa/A02861311/2023	A02861311	NA		N2	1998B	1998B
A/swine/Iowa/A02751090/2022	A02751090	NA		N2	1998B	1998B
A/swine/Iowa/A02750884/2022	A02750884	NA		N2	1998B	1998B
A/swine/Iowa/A02636374/2022	A02636374	NA		N2	1998B	1998B
A/swine/Minnesota/A02750813/2022	A02750813	NA		N2	1998B	1998B
A/swine/Iowa/A02751325/2022	A02751325	NA		N2	1998B	1998B
A/swine/Iowa/A02861226/2023	A02861226	NA		N2	1998B	1998B
A/swine/Iowa/A02750882/2022	A02750882	NA		N2	1998B	1998B
A/swine/Iowa/A02750866/2022	A02750866	NA		N2	1998B	1998B
A/swine/Iowa/A02750791/2022	A02750791	NA		N2	1998B	1998B
A/swine/Nebraska/A02861266/2023	A02861266	NA		N2	1998B	1998B
A/swine/Nebraska/A02861312/2023	A02861312	NA		N2	1998B	1998B
A/swine/Iowa/A02861623/2023	A02861623	NA		N2	1998B	1998B
A/swine/Nebraska/A02636507/2022	A02636507	NA		N2	1998B	1998B
A/swine/Minnesota/A02712173/2022	A02712173	NA		N2	1998B	1998B
A/swine/Nebraska/A02751396/2022	A02751396	NA		N2	1998B	1998B
A/swine/Iowa/A02751251/2022	A02751251	NA		N2	1998B	1998B
A/swine/Minnesota/A02861466/2023	A02861466	NA		N2	1998B	1998B
A/swine/Minnesota/A02861787/2023	A02861787	NA		N2	1998B	1998B
A/swine/Iowa/A02636466/2022	A02636466	NA		N2	1998B	1998B
A/swine/Iowa/A02750946/2022	A02750946	NA		N2	1998B	1998B
A/swine/Iowa/A02750933/2022	A02750933	NA		N2	1998B	1998B
A/swine/Iowa/A02751577/2023	A02751577	NA		N2	1998B	1998B
A/swine/Oregon/A02610682/2023	A02610682	NA		N2	1998B	1998B
A/swine/Nebraska/A02861506/2023	A02861506	NA		N2	1998B	1998B
A/swine/Nebraska/A02751200/2022	A02751200	NA		N2	1998B	1998B
A/swine/Nebraska/A02751540/2023	A02751540	NA		N2	1998B	1998B
A/swine/Nebraska/A02711709/2022	A02711709	NA		N2	1998B	1998B
A/swine/Minnesota/A02711818/2022	A02711818	NA		N2	1998B	1998B
A/swine/Iowa/G9473/2023		NA		N2	1998B	1998B
A/swine/Minnesota/A02978512/2023	A02978512	NA		N2	1998B	1998B
A/swine/Iowa/A02751450/2023	A02751450	NA		N2	1998B	1998B
A/swine/Iowa/A02750738/2022	A02750738	NA		N2	1998B	1998B
A/swine/Iowa/A02751429/2022	A02751429	NA		N2	1998B	1998B
A/swine/Iowa/A02861725/2023	A02861725	NA		N2	1998B	1998B
A/swine/Iowa/A02861799/2023	A02861799	NA		N2	1998B	1998B
A/swine/Iowa/A02751306/2022	A02751306	NA		N2	1998B	1998B
A/swine/Iowa/A02750773/2022	A02750773	NA		N2	1998B	1998B
A/swine/Iowa/A02750624/2022	A02750624	NA		N2	1998B	1998B
A/swine/Iowa/A02750655/2022	A02750655	NA		N2	1998B	1998B
A/swine/Iowa/A02751223/2022	A02751223	NA		N2	1998B	1998B
A/swine/Iowa/A02861643/2023	A02861643	NA		N2	1998B	1998B
A/swine/Iowa/A02861616/2023	A02861616	NA		N2	1998B	1998B
A/swine/Iowa/A02861679/2023	A02861679	NA		N2	1998B	1998B
A/swine/Nebraska/A02712647/2023	A02712647	NA		N2	1998B	1998B
A/swine/Iowa/J57945/2023		NA		N2	1998B	1998B
A/swine/Nebraska/A02751116/2022	A02751116	NA		N2	1998B	1998B
A/swine/Minnesota/A02978506/2023	A02978506	NA		N2	1998B	1998B
A/swine/Iowa/A02861546/2023	A02861546	NA		N2	1998B	1998B
A/swine/Iowa/A02750970/2022	A02750970	NA		N2	1998B	1998B
A/swine/Iowa/A02750944/2022	A02750944	NA		N2	1998B	1998B
A/swine/Iowa/A02751177/2022	A02751177	NA		N2	1998B	1998B
A/swine/Iowa/A02751033/2022	A02751033	NA		N2	1998B	1998B
A/swine/Iowa/A02750859/2022	A02750859	NA		N2	1998B	1998B
A/swine/Iowa/A02861614/2023	A02861614	NA		N2	1998B	1998B
A/swine/Minnesota/A02711593/2022	A02711593	NA		N2	1998B	1998B
A/swine/Iowa/A02861395/2023	A02861395	NA		N2	1998B	1998B
A/swine/Iowa/A02861464/2023	A02861464	NA		N2	1998B	1998B
A/swine/Iowa/A02751207/2022	A02751207	NA		N2	1998B	1998B
A/swine/Iowa/A02861247/2023	A02861247	NA		N2	1998B	1998B
A/swine/Iowa/A02636497/2022	A02636497	NA		N2	1998B	1998B
A/swine/Iowa/A02636633/2022	A02636633	NA		N2	1998B	1998B
A/swine/Iowa/A02751183/2022	A02751183	NA		N2	1998B	1998B
A/swine/Nebraska/A02751367/2023	A02751367	NA		N2	1998B	1998B
A/swine/Minnesota/A02751265/2022	A02751265	NA		N2	1998B	1998B
A/swine/Nebraska/A02751527/2023	A02751527	NA		N2	1998B	1998B
A/swine/Minnesota/A02711850/2022	A02711850	NA		N2	1998B	1998B
A/swine/Minnesota/A02711872/2022	A02711872	NA		N2	1998B	1998B
A/swine/Minnesota/A02246918/2022	A02246918	NA		N2	1998B	1998B
A/swine/Minnesota/A02711695/2022	A02711695	NA		N2	1998B	1998B
A/swine/Iowa/A02750937/2022	A02750937	NA		N2	1998B	1998B
A/swine/Iowa/A02751199/2022	A02751199	NA		N2	1998B	1998B
A/swine/Iowa/A027121769/2022		NA		N2	1998B	1998B
A/swine/Iowa/A02750677/2022	A02750677	NA		N2	1998B	1998B
A/swine/Iowa/A02751596/2023	A02751596	NA		N2	1998B	1998B
A/swine/Minnesota/A02711820/2022	A02711820	NA		N2	1998B	1998B
A/swine/Iowa/A02750993/2022	A02750993	NA		N2	1998B	1998B
A/swine/Iowa/A02861577/2023	A02861577	NA		N2	1998B	1998B
A/swine/Minnesota/A02861429/2023	A02861429	NA		N2	1998B	1998B
A/swine/Iowa/A02751193/2022	A02751193	NA		N2	1998B	1998B
A/swine/Iowa/A02751009/2022	A02751009	NA		N2	1998B	1998B
A/swine/Minnesota/A02712621/2022	A02712621	NA		N2	1998B	1998B
A/swine/Minnesota/A02712162/2022	A02712162	NA		N2	1998B	1998B
A/swine/Minnesota/A02711713/2022	A02711713	NA		N2	1998B	1998B
A/swine/Minnesota/A02861295/2023	A02861295	NA		N2	1998B	1998B
A/swine/Minnesota/A02712174/2022	A02712174	NA		N2	1998B	1998B
A/swine/Minnesota/A02712625/2022	A02712625	NA		N2	1998B	1998B
A/swine/Minnesota/A02712619/2022	A02712619	NA		N2	1998B	1998B
A/swine/North_Carolina/A02861537/2023	A02861537	NA		N2	1998B	1998B
A/swine/Indiana/A02861737/2023	A02861737	NA		N2	1998B	1998B
A/swine/Indiana/A02861753/2023	A02861753	NA		N2	1998B	1998B
A/swine/Indiana/A02861356/2023	A02861356	NA		N2	1998B	1998B
A/swine/Indiana/A02751259/2022	A02751259	NA		N2	1998B	1998B
A/swine/Indiana/A02861347/2023	A02861347	NA		N2	1998B	1998B
A/swine/Indiana/A02861357/2023	A02861357	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636347/2022	A02636347	NA		N2	1998B	1998B
A/swine/Indiana/A02751472/2023	A02751472	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02751475/2023	A02751475	NA		N2	1998B	1998B
A/swine/North_Carolina/A02861371/2023	A02861371	NA		N2	1998B	1998B
A/swine/Indiana/A02861707/2023	A02861707	NA		N2	1998B	1998B
