accession	barcode	segment_name	space	segment_subtype	clade	gl_clade
A/swine/Iowa/A02525221/2021	A02525221	NA		N2	2002B	2002B
A/swine/Indiana/A02750649/2022	A02750649	NA		N2	2002B	2002B
A/swine/Iowa/A02525040/2021	A02525040	NA		N2	2002B	2002B
A/swine/Iowa/A02750816/2022	A02750816	NA		N2	2002B	2002B
A/swine/Illinois/A02635974/2021	A02635974	NA		N2	2002B	2002B
A/swine/Iowa/A02636091/2021	A02636091	NA		N2	2002B	2002B
A/swine/Illinois/A02635728/2021	A02635728	NA		N2	2002B	2002B
A/swine/Iowa/A02635941/2021	A02635941	NA		N2	2002B	2002B
A/swine/Indiana/A02636107/2021	A02636107	NA		N2	2002B	2002B
A/swine/Indiana/A02636320/2021	A02636320	NA		N2	2002B	2002B
A/swine/Wisconsin/A02636101/2021	A02636101	NA		N2	2002B	2002B
A/swine/Kansas/A02525393/2021	A02525393	NA		N2	2002B	2002B
A/swine/Oklahoma/A02712158/2022	A02712158	NA		N2	2002B	2002B
A/swine/Texas/A02711855/2022	A02711855	NA		N2	2002B	2002B
A/swine/Texas/A02712151/2022	A02712151	NA		N2	2002B	2002B
A/swine/Kansas/A02750668/2022	A02750668	NA		N2	2002B	2002B
A/swine/Kansas/A02246982/2021	A02246982	NA		N2	2002B	2002B
A/swine/Iowa/A02636043/2021	A02636043	NA		N2	2002B	2002B
A/swine/Iowa/A02525385/2021	A02525385	NA		N2	2002B	2002B
A/swine/Oklahoma/A02246452/2021	A02246452	NA		N2	2002B	2002B
A/swine/Iowa/A02525384/2021	A02525384	NA		N2	2002B	2002B
A/swine/Iowa/A02636351/2022	A02636351	NA		N2	2002B	2002B
A/swine/Texas/A02248025/2021	A02248025	NA		N2	2002B	2002B
A/swine/Texas/A02711861/2022	A02711861	NA		N2	2002B	2002B
A/swine/Texas/A02248030/2021	A02248030	NA		N2	2002B	2002B
A/swine/Texas/A02248032/2021	A02248032	NA		N2	2002B	2002B
A/swine/Texas/A02246975/2021	A02246975	NA		N2	2002B	2002B
A/swine/Iowa/A02750706/2022	A02750706	NA		N2	2002B	2002B
A/swine/Indiana/A02750751/2022	A02750751	NA		N2	2002B	2002B
A/swine/Indiana/A02750794/2022	A02750794	NA		N2	2002B	2002B
A/swine/Indiana/A02750828/2022	A02750828	NA		N2	2002B	2002B
A/swine/Ohio/A02750759/2022	A02750759	NA		N2	2002B	2002B
A/swine/Indiana/A02750675/2022	A02750675	NA		N2	2002B	2002B
A/swine/Indiana/A02750705/2022	A02750705	NA		N2	2002B	2002B
A/swine/Texas/A02246993/2021	A02246993	NA		N2	2002B	2002B
A/swine/Iowa/A02636476/2022	A02636476	NA		N2	2002B	2002B
A/swine/Iowa/A02750695/2022	A02750695	NA		N2	2002B	2002B
A/swine/Iowa/A02750726/2022	A02750726	NA		N2	2002B	2002B
A/swine/Iowa/A02750785/2022	A02750785	NA		N2	2002B	2002B
A/swine/Texas/A02246992/2021	A02246992	NA		N2	2002B	2002B
A/swine/Texas/A02246995/2021	A02246995	NA		N2	2002B	2002B
A/swine/Texas/A02636569/2022	A02636569	NA		N2	2002B	2002B
A/swine/Texas/A02248051/2021	A02248051	NA		N2	2002B	2002B
A/swine/Iowa/A02636341/2021	A02636341	NA		N2	2002B	2002B
A/swine/Minnesota/A02711864/2022	A02711864	NA		N2	2002B	2002B
A/swine/Iowa/A02636134/2021	A02636134	NA		N2	2002B	2002B
A/swine/Iowa/A02636369/2022	A02636369	NA		N2	2002B	2002B
A/swine/Iowa/A02636391/2022	A02636391	NA		N2	2002B	2002B
A/swine/Oklahoma/A02248047/2021	A02248047	NA		N2	2002B	2002B
A/swine/Oklahoma/A02711859/2022	A02711859	NA		N2	2002B	2002B
A/swine/Texas/A02711858/2022	A02711858	NA		N2	2002B	2002B
A/swine/Oklahoma/A02711860/2022	A02711860	NA		N2	2002B	2002B
A/swine/Oklahoma/A02711876/2022	A02711876	NA		N2	2002B	2002B
A/swine/Kansas/A02711875/2022	A02711875	NA		N2	2002B	2002B
A/swine/Kansas/A02246904/2021	A02246904	NA		N2	2002B	2002B
A/swine/Kansas/A02711700/2022	A02711700	NA		N2	2002B	2002B
A/swine/Kansas/A02711802/2022	A02711802	NA		N2	2002B	2002B
A/swine/Kansas/A02711701/2022	A02711701	NA		N2	2002B	2002B
A/swine/Kansas/A02248034/2021	A02248034	NA		N2	2002B	2002B
A/swine/Kansas/A02246977/2021	A02246977	NA		N2	2002B	2002B
A/swine/Nebraska/A02636474/2022	A02636474	NA		N2	2002B	2002B
A/swine/Nebraska/A02750679/2022	A02750679	NA		N2	2002B	2002B
A/swine/Nebraska/A02636672/2021	A02636672	NA		N2	2002B	2002B
A/swine/Kansas/A02636473/2022	A02636473	NA		N2	2002B	2002B
A/swine/Iowa/A02635813/2021	A02635813	NA		N2	2002B	2002B
A/swine/South_Dakota/G70804/2022		NA		N2	2002B	2002B
A/swine/South_Dakota/G76266/2022		NA		N2	2002B	2002B
A/swine/Iowa/A02635989/2021	A02635989	NA		N2	2002B	2002B
A/swine/Iowa/A02635970/2021	A02635970	NA		N2	2002B	2002B
A/swine/Minnesota/A02246994/2021	A02246994	NA		N2	2002B	2002B
A/swine/Illinois/A02525118/2021	A02525118	NA		N2	2002B	2002B
A/swine/Iowa/A02635850/2021	A02635850	NA		N2	2002B	2002B
A/swine/Kansas/A02636499/2022	A02636499	NA		N2	2002B	2002B
A/swine/Kansas/A02636486/2022	A02636486	NA		N2	2002B	2002B
A/swine/Nebraska/A02525119/2021	A02525119	NA		N2	2002B	2002B
A/swine/Michigan/A02636394/2022	A02636394	NA		N2	2002B	2002B
A/swine/Iowa/A02636304/2021	A02636304	NA		N2	2002B	2002B
A/swine/Iowa/A02750708/2022	A02750708	NA		N2	2002B	2002B
A/swine/Missouri/A02636322/2021	A02636322	NA		N2	2002B	2002B
A/swine/Minnesota/A02711797/2022	A02711797	NA		N2	2002B	2002B
A/swine/Iowa/A02750912/2022	A02750912	NA		N2	2002B	2002B
A/swine/Iowa/A02635990/2021	A02635990	NA		N2	2002B	2002B
A/swine/Montana/A02636379/2022	A02636379	NA		N2	2002B	2002B
A/swine/Iowa/A02525249/2021	A02525249	NA		N2	2002B	2002B
A/swine/Utah/A02525196/2021	A02525196	NA		N2	2002B	2002B
A/swine/Utah/A02635712/2021	A02635712	NA		N2	2002B	2002B
A/swine/Utah/A02525294/2021	A02525294	NA		N2	2002B	2002B
A/swine/Minnesota/A02525223/2021	A02525223	NA		N2	2002B	2002B
A/swine/Minnesota/A02248074/2021	A02248074	NA		N2	2002B	2002B
A/swine/Minnesota/A02525137/2021	A02525137	NA		N2	2002B	2002B
A/swine/Utah/A02525117/2021	A02525117	NA		N2	2002B	2002B
A/swine/Iowa/A02750825/2022	A02750825	NA		N2	2002B	2002B
A/swine/South_Dakota/A02525141/2021	A02525141	NA		N2	2002B	2002B
A/swine/Iowa/A02525037/2021	A02525037	NA		N2	2002B	2002B
A/swine/Minnesota/A02635874/2021	A02635874	NA		N2	2002B	2002B
A/swine/Iowa/A02635788/2021	A02635788	NA		N2	2002B	2002B
A/swine/Minnesota/A02635875/2021	A02635875	NA		N2	2002B	2002B
A/swine/Iowa/A02635852/2021	A02635852	NA		N2	2002B	2002B
A/swine/Iowa/A02525316/2021	A02525316	NA		N2	2002B	2002B
A/swine/Iowa/A02525298/2021	A02525298	NA		N2	2002B	2002B
A/swine/Iowa/A02525183/2021	A02525183	NA		N2	2002B	2002B
A/swine/Iowa/A02525214/2021	A02525214	NA		N2	2002B	2002B
A/swine/Minnesota/A02248207/2021	A02248207	NA		N2	2002B	2002B
A/swine/Iowa/A01678653/2021	A01678653	NA		N2	2002B	2002B
A/swine/Iowa/A02636132/2021	A02636132	NA		N2	2002B	2002B
A/swine/Iowa/A02635885/2021	A02635885	NA		N2	2002B	2002B
A/swine/Iowa/A02635815/2021	A02635815	NA		N2	2002B	2002B
A/swine/Minnesota/A02248073/2021	A02248073	NA		N2	2002B	2002B
A/swine/Minnesota/A02246902/2021	A02246902	NA		N2	2002B	2002B
A/swine/Iowa/A02750869/2022	A02750869	NA		N2	2002B	2002B
A/swine/Minnesota/A02710709/2022	A02710709	NA		N2	2002B	2002B
A/swine/Minnesota/A02248198/2021	A02248198	NA		N2	2002B	2002B
A/swine/Iowa/A02246903/2021	A02246903	NA		N2	2002B	2002B
A/swine/Iowa/A02635700/2021	A02635700	NA		N2	2002B	2002B
A/swine/Iowa/A02635739/2021	A02635739	NA		N2	2002B	2002B
A/swine/Nebraska/A02635857/2021	A02635857	NA		N2	2002B	2002B
A/swine/Iowa/A02525351/2021	A02525351	NA		N2	2002B	2002B
A/swine/Nebraska/A02246971/2021	A02246971	NA		N2	2002B	2002B
A/swine/Nebraska/A02246909/2021	A02246909	NA		N2	2002B	2002B
A/swine/Nebraska/A02750644/2022	A02750644	NA		N2	2002B	2002B
A/swine/Missouri/A02525199/2021	A02525199	NA		N2	2002B	2002B
A/swine/North_Carolina/A02636055/2021	A02636055	NA		N2	2002B	2002B
A/swine/North_Carolina/A02635777/2021	A02635777	NA		N2	2002B	2002B
A/swine/North_Carolina/A02711812/2022	A02711812	NA		N2	2002B	2002B
A/swine/Iowa/A02636448/2022	A02636448	NA		N2	2002B	2002B
A/swine/Iowa/A02711705/2022	A02711705	NA		N2	2002B	2002B
A/swine/Minnesota/A02711815/2022	A02711815	NA		N2	2002B	2002B
A/swine/Minnesota/A02636519/2022	A02636519	NA		N2	2002	2002
A/swine/Indiana/A02636487/2022	A02636487	NA		N2	2016	2016
A/swine/Ohio/A02750788/2022	A02750788	NA		N2	2016	2016
A/swine/Oklahoma/A02525388/2021	A02525388	NA		N2	2016	2016
A/swine/Indiana/A02750704/2022	A02750704	NA		N2	2016	2016
A/swine/Iowa/A02750740/2022	A02750740	NA		N2	2016	2016
A/swine/Indiana/A02636521/2022	A02636521	NA		N2	2016	2016
A/swine/Indiana/A02525139/2021	A02525139	NA		N2	2016	2016
A/swine/Indiana/A02636492/2022	A02636492	NA		N2	2016	2016
A/swine/Indiana/A02636512/2022	A02636512	NA		N2	2016	2016
A/swine/Indiana/A02750906/2022	A02750906	NA		N2	2016	2016
A/swine/Indiana/A02635878/2021	A02635878	NA		N2	2016	2016
A/swine/Indiana/A02636041/2021	A02636041	NA		N2	2016	2016
A/swine/Indiana/A02635943/2021	A02635943	NA		N2	2016	2016
A/swine/Indiana/A02750772/2022	A02750772	NA		N2	2016	2016
A/swine/Ohio/A02636432/2022	A02636432	NA		N2	2016	2016
A/swine/Illinois/A02525253/2021	A02525253	NA		N2	LAIV-98	LAIV-98
A/swine/Nebraska/A02635998/2021	A02635998	NA		N2	LAIV-98	LAIV-98
A/swine/Indiana/A02636016/2021	A02636016	NA		N2	LAIV	LAIV
A/swine/Nebraska/A01378047/2021	A01378047	NA		N2	LAIV-98	LAIV-98
A/swine/Ohio/A02245891/2021	A02245891	NA		N2	LAIV	LAIV
A/swine/Missouri/A02525327/2021	A02525327	NA		N2	LAIV-98	LAIV-98
A/swine/Iowa/A02525043/2021	A02525043	NA		N2	LAIV-98	LAIV-98
A/swine/Iowa/A02525341/2021	A02525341	NA		N2	LAIV-98	LAIV-98
A/swine/Iowa/A02525361/2021	A02525361	NA		N2	LAIV-98	LAIV-98
A/swine/Indiana/A02635972/2021	A02635972	NA		N2	LAIV-98	LAIV-98
A/swine/Colorado/A02635977/2021	A02635977	NA		N2	1998B	1998B
A/swine/Iowa/A02635968/2021	A02635968	NA		N2	1998B	1998B
A/swine/Missouri/A02636310/2021	A02636310	NA		N2	1998B	1998B
A/swine/South_Dakota/A02636463/2022	A02636463	NA		N2	1998B	1998B
A/swine/Iowa/A02750918/2022	A02750918	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02636085/2021	A02636085	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636175/2021	A02636175	NA		N2	1998B	1998B
A/swine/North_Carolina/A02635735/2021	A02635735	NA		N2	1998B	1998B
A/swine/North_Carolina/A02525248/2021	A02525248	NA		N2	1998B	1998B
A/swine/North_Carolina/A02525282/2021	A02525282	NA		N2	1998B	1998B
A/swine/North_Carolina/A02635865/2021	A02635865	NA		N2	1998B	1998B
A/swine/North_Carolina/A02711808/2022	A02711808	NA		N2	1998B	1998B
A/swine/North_Carolina/A02248050/2021	A02248050	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636386/2022	A02636386	NA		N2	1998B	1998B
A/swine/North_Carolina/A02750919/2022	A02750919	NA		N2	1998B	1998B
A/swine/North_Carolina/A02525120/2021	A02525120	NA		N2	1998B	1998B
A/swine/North_Carolina/A02750888/2022	A02750888	NA		N2	1998B	1998B
A/swine/Iowa/A02635753/2021	A02635753	NA		N2	1998B	1998B
A/swine/North_Carolina/A02525225/2021	A02525225	NA		N2	1998B	1998B
A/swine/North_Carolina/A02525286/2021	A02525286	NA		N2	1998B	1998B
A/swine/North_Carolina/A02525369/2021	A02525369	NA		N2	1998B	1998B
A/swine/North_Carolina/A02635975/2021	A02635975	NA		N2	1998B	1998B
A/swine/Indiana/A02636316/2021	A02636316	NA		N2	1998B	1998B
A/swine/South_Carolina/A02525283/2021	A02525283	NA		N2	1998B	1998B
A/swine/North_Carolina/A02245874/2021	A02245874	NA		N2	1998B	1998B
A/swine/Iowa/A02635880/2021	A02635880	NA		N2	1998B	1998B
A/swine/Indiana/A02750837/2022	A02750837	NA		N2	1998B	1998B
A/swine/Indiana/A02750721/2022	A02750721	NA		N2	1998B	1998B
A/swine/Indiana/A02750671/2022	A02750671	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636346/2021	A02636346	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636610/2022	A02636610	NA		N2	1998B	1998B
A/swine/North_Carolina/A02750678/2022	A02750678	NA		N2	1998B	1998B
A/swine/North_Carolina/A02750750/2022	A02750750	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636509/2022	A02636509	NA		N2	1998B	1998B
A/swine/North_Carolina/A02750809/2022	A02750809	NA		N2	1998B	1998B
A/swine/North_Carolina/A02750901/2022	A02750901	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636347/2022	A02636347	NA		N2	1998B	1998B
A/swine/Indiana/A02636294/2021	A02636294	NA		N2	1998B	1998B
A/swine/North_Carolina/A02635866/2021	A02635866	NA		N2	1998B	1998B
A/swine/North_Carolina/A02635905/2021	A02635905	NA		N2	1998B	1998B
A/swine/Indiana/A02636031/2021	A02636031	NA		N2	1998B	1998B
A/swine/Indiana/A02636073/2021	A02636073	NA		N2	1998B	1998B
A/swine/North_Carolina/A02636056/2021	A02636056	NA		N2	1998B	1998B
A/swine/Missouri/A02750796/2022	A02750796	NA		N2	1998B	1998B
A/swine/Indiana/A02711827/2022	A02711827	NA		N2	1998B	1998B
A/swine/Indiana/A02750865/2022	A02750865	NA		N2	1998B	1998B
A/swine/Indiana/A02750674/2022	A02750674	NA		N2	1998B	1998B
A/swine/Ohio/A02636465/2022	A02636465	NA		N2	1998B	1998B
A/swine/Indiana/A02636123/2021	A02636123	NA		N2	1998B	1998B
A/swine/Indiana/A02636339/2022	A02636339	NA		N2	1998B	1998B
A/swine/North_Carolina/A02245885/2021	A02245885	NA		N2	1998B	1998B
A/swine/North_Carolina/A02525213/2021	A02525213	NA		N2	1998B	1998B
A/swine/Nebraska/A02636021/2021	A02636021	NA		N2	1998B	1998B
A/swine/Indiana/A02635956/2021	A02635956	NA		N2	1998B	1998B
A/swine/Iowa/A02525113/2021	A02525113	NA		N2	1998B	1998B
A/swine/Iowa/A02525339/2021	A02525339	NA		N2	1998B	1998B
A/swine/Missouri/A02750855/2022	A02750855	NA		N2	1998B	1998B
A/swine/Missouri/A02750725/2022	A02750725	NA		N2	1998B	1998B
A/swine/Missouri/A02636355/2022	A02636355	NA		N2	1998B	1998B
A/swine/Iowa/A02525250/2021	A02525250	NA		N2	1998B	1998B
A/swine/Iowa/A02750702/2022	A02750702	NA		N2	1998B	1998B
A/swine/Illinois/A02525379/2021	A02525379	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02525171/2021	A02525171	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02525330/2021	A02525330	NA		N2	1998B	1998B
A/swine/Iowa/A02635919/2021	A02635919	NA		N2	1998B	1998B
A/swine/Minnesota/A02246456/2021	A02246456	NA		N2	1998B	1998B
A/swine/Minnesota/A02246840/2021	A02246840	NA		N2	1998B	1998B
A/swine/Iowa/A02635988/2021	A02635988	NA		N2	1998B	1998B
A/swine/Iowa/A02525110/2021	A02525110	NA		N2	1998B	1998B
A/swine/Iowa/A02635935/2021	A02635935	NA		N2	1998B	1998B
A/swine/Iowa/A02635937/2021	A02635937	NA		N2	1998B	1998B
A/swine/Oklahoma/A02711853/2022	A02711853	NA		N2	1998B	1998B
A/swine/Oklahoma/A02712159/2022	A02712159	NA		N2	1998B	1998B
A/swine/Minnesota/A02246989/2021	A02246989	NA		N2	1998B	1998B
A/swine/Minnesota/A02711800/2022	A02711800	NA		N2	1998B	1998B
A/swine/Iowa/A02636460/2022	A02636460	NA		N2	1998B	1998B
A/swine/Iowa/A02635967/2021	A02635967	NA		N2	1998B	1998B
A/swine/Iowa/A02636141/2021	A02636141	NA		N2	1998B	1998B
A/swine/Iowa/A02635966/2021	A02635966	NA		N2	1998B	1998B
A/swine/Iowa/A02525226/2021	A02525226	NA		N2	1998B	1998B
A/swine/Minnesota/A01678665/2021	A01678665	NA		N2	1998B	1998B
A/swine/Iowa/A02635894/2021	A02635894	NA		N2	1998B	1998B
A/swine/Iowa/A02635817/2021	A02635817	NA		N2	1998B	1998B
A/swine/Iowa/A02636049/2021	A02636049	NA		N2	1998B	1998B
A/swine/Iowa/A02525285/2021	A02525285	NA		N2	1998B	1998B
A/swine/South_Dakota/A02636513/2022	A02636513	NA		N2	1998B	1998B
A/swine/Minnesota/A02635716/2021	A02635716	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02636177/2021	A02636177	NA		N2	1998B	1998B
A/swine/Pennsylvania/A02525055/2021	A02525055	NA		N2	1998B	1998B
A/swine/Minnesota/A02246981/2021	A02246981	NA		N2	1998B	1998B
A/swine/Minnesota/A02246987/2021	A02246987	NA		N2	1998B	1998B
A/swine/Minnesota/A02636002/2021	A02636002	NA		N2	1998B	1998B
A/swine/Minnesota/A02636005/2021	A02636005	NA		N2	1998B	1998B
A/swine/Minnesota/A02245868/2021	A02245868	NA		N2	1998B	1998B
A/swine/Minnesota/A02246901/2021	A02246901	NA		N2	1998B	1998B
A/swine/Iowa/A02635818/2021	A02635818	NA		N2	1998B	1998B
A/swine/Minnesota/A02246918/2022	A02246918	NA		N2	1998B	1998B
A/swine/Minnesota/A02711695/2022	A02711695	NA		N2	1998B	1998B
A/swine/Minnesota/A02245883/2021	A02245883	NA		N2	1998B	1998B
A/swine/Minnesota/A02248057/2021	A02248057	NA		N2	1998B	1998B
A/swine/Minnesota/A02248055/2021	A02248055	NA		N2	1998B	1998B
A/swine/Iowa/A02525380/2021	A02525380	NA		N2	1998B	1998B
A/swine/Iowa/A02750677/2022	A02750677	NA		N2	1998B	1998B
A/swine/Iowa/A02636315/2021	A02636315	NA		N2	1998B	1998B
A/swine/Iowa/A02636065/2021	A02636065	NA		N2	1998B	1998B
A/swine/Minnesota/A02711713/2022	A02711713	NA		N2	1998B	1998B
A/swine/Minnesota/A02711820/2022	A02711820	NA		N2	1998B	1998B
A/swine/Minnesota/A02636079/2021	A02636079	NA		N2	1998B	1998B
A/swine/Iowa/A02525353/2021	A02525353	NA		N2	1998B	1998B
A/swine/Minnesota/A02245866/2021	A02245866	NA		N2	1998B	1998B
A/swine/Iowa/A02635765/2021	A02635765	NA		N2	1998B	1998B
A/swine/Iowa/A02525189/2021	A02525189	NA		N2	1998B	1998B
A/swine/Iowa/A02635863/2021	A02635863	NA		N2	1998B	1998B
A/swine/Minnesota/A02711818/2022	A02711818	NA		N2	1998B	1998B
A/swine/Nebraska/A02711709/2022	A02711709	NA		N2	1998B	1998B
A/swine/Iowa/A02636633/2022	A02636633	NA		N2	1998B	1998B
A/swine/Iowa/A02636497/2022	A02636497	NA		N2	1998B	1998B
A/swine/Iowa/A02750738/2022	A02750738	NA		N2	1998B	1998B
A/swine/Iowa/A02750773/2022	A02750773	NA		N2	1998B	1998B
A/swine/Iowa/A02750624/2022	A02750624	NA		N2	1998B	1998B
A/swine/Iowa/A02750655/2022	A02750655	NA		N2	1998B	1998B
A/swine/Iowa/A02750859/2022	A02750859	NA		N2	1998B	1998B
A/swine/Minnesota/A02525359/2021	A02525359	NA		N2	1998B	1998B
A/swine/Iowa/A02248040/2021	A02248040	NA		N2	1998B	1998B
A/swine/Iowa/A02635763/2021	A02635763	NA		N2	1998B	1998B
A/swine/Iowa/A02635910/2021	A02635910	NA		N2	1998B	1998B
A/swine/Nebraska/A02636507/2022	A02636507	NA		N2	1998B	1998B
A/swine/Iowa/A02750791/2022	A02750791	NA		N2	1998B	1998B
A/swine/Iowa/A02750866/2022	A02750866	NA		N2	1998B	1998B
A/swine/Iowa/A02750882/2022	A02750882	NA		N2	1998B	1998B
A/swine/Iowa/A02636062/2021	A02636062	NA		N2	1998B	1998B
A/swine/Iowa/A02750884/2022	A02750884	NA		N2	1998B	1998B
A/swine/Minnesota/A02750813/2022	A02750813	NA		N2	1998B	1998B
A/swine/Iowa/A02636374/2022	A02636374	NA		N2	1998B	1998B
A/swine/Iowa/A02635703/2021	A02635703	NA		N2	1998B	1998B
A/swine/Iowa/A02635810/2021	A02635810	NA		N2	1998B	1998B
A/swine/Iowa/A02636466/2022	A02636466	NA		N2	1998B	1998B
A/swine/Iowa/A02636125/2021	A02636125	NA		N2	1998B	1998B
A/swine/Minnesota/A02248072/2021	A02248072	NA		N2	1998B	1998B
A/swine/Iowa/A02635721/2021	A02635721	NA		N2	1998B	1998B
A/swine/Iowa/A02636060/2021	A02636060	NA		N2	1998B	1998B
A/swine/Minnesota/A02245872/2021	A02245872	NA		N2	1998B	1998B
A/swine/Minnesota/A02245884/2021	A02245884	NA		N2	1998B	1998B
A/swine/Minnesota/A02246841/2021	A02246841	NA		N2	1998B	1998B
A/swine/Minnesota/A02635978/2021	A02635978	NA		N2	1998B	1998B
A/swine/Minnesota/A02245876/2021	A02245876	NA		N2	1998B	1998B
A/swine/Minnesota/A02245871/2021	A02245871	NA		N2	1998B	1998B
A/swine/Minnesota/A02246999/2021	A02246999	NA		N2	1998B	1998B
A/swine/Minnesota/A02636182/2021	A02636182	NA		N2	1998B	1998B
A/swine/Minnesota/A01678642/2021	A01678642	NA		N2	1998B	1998B
A/swine/Minnesota/A02248065/2021	A02248065	NA		N2	1998B	1998B
A/swine/Minnesota/A02248190/2021	A02248190	NA		N2	1998B	1998B
A/swine/Minnesota/A02248058/2021	A02248058	NA		N2	1998B	1998B
A/swine/Minnesota/A02248064/2021	A02248064	NA		N2	1998B	1998B
A/swine/Minnesota/A02248066/2021	A02248066	NA		N2	1998B	1998B
A/swine/Minnesota/A02248193/2021	A02248193	NA		N2	1998B	1998B
A/swine/Minnesota/A02711872/2022	A02711872	NA		N2	1998B	1998B
A/swine/Minnesota/A02711850/2022	A02711850	NA		N2	1998B	1998B
A/swine/Iowa/A02525350/2021	A02525350	NA		N2	1998B	1998B
A/swine/Iowa/A02525072/2021	A02525072	NA		N2	1998B	1998B
A/swine/Iowa/A02636075/2021	A02636075	NA		N2	1998B	1998B
A/swine/Iowa/A02635888/2021	A02635888	NA		N2	1998B	1998B
A/swine/Iowa/A02635918/2021	A02635918	NA		N2	1998B	1998B
A/swine/Iowa/A02636095/2021	A02636095	NA		N2	1998B	1998B
A/swine/Iowa/A02635907/2021	A02635907	NA		N2	1998B	1998B
A/swine/Iowa/A02635848/2021	A02635848	NA		N2	1998B	1998B
A/swine/Minnesota/A02246906/2021	A02246906	NA		N2	1998B	1998B
A/swine/Minnesota/A02711809/2022	A02711809	NA		N2	1998B	1998B
A/swine/Minnesota/A02636602/2022	A02636602	NA		N2	1998B	1998B
A/swine/Iowa/A02750680/2022	A02750680	NA		N2	1998B	1998B
A/swine/Iowa/A02750811/2022	A02750811	NA		N2	1998B	1998B
A/swine/Iowa/A02636375/2022	A02636375	NA		N2	1998B	1998B
A/swine/Iowa/A02750673/2022	A02750673	NA		N2	1998B	1998B
A/swine/Iowa/A02750795/2022	A02750795	NA		N2	1998B	1998B
A/swine/Iowa/A02750891/2022	A02750891	NA		N2	1998B	1998B
A/swine/Iowa/A02750863/2022	A02750863	NA		N2	1998B	1998B
A/swine/Iowa/A02525157/2021	A02525157	NA		N2	1998B	1998B
A/swine/Texas/A01104151/2021	A01104151	NA		N2	1998B	1998B
A/swine/Missouri/A02525232/2021	A02525232	NA		N2	1998B	1998B
A/swine/Iowa/A02636127/2021	A02636127	NA		N2	1998B	1998B
A/swine/Iowa/A02636455/2022	A02636455	NA		N2	1998B	1998B
A/swine/Iowa/A02525071/2021	A02525071	NA		N2	1998B	1998B
A/swine/Michigan/A02635726/2021	A02635726	NA		N2	1998B	1998B
A/swine/Iowa/A02750658/2022	A02750658	NA		N2	1998B	1998B
A/swine/Illinois/A02525239/2021	A02525239	NA		N2	1998B	1998B
A/swine/Iowa/A02525185/2021	A02525185	NA		N2	1998B	1998B
A/swine/Iowa/A02636484/2022	A02636484	NA		N2	1998B	1998B
A/swine/Missouri/A02636006/2021	A02636006	NA		N2	1998B	1998B
A/swine/Iowa/A02636025/2021	A02636025	NA		N2	1998B	1998B
A/swine/Michigan/A02246914/2022	A02246914	NA		N2	1998B	1998B
A/swine/Michigan/A02636389/2022	A02636389	NA		N2	1998B	1998B
A/swine/Indiana/A01812319/2021	A01812319	NA		N2	1998B	1998B
A/swine/Ohio/21TOSU1829/2021	21TOSU1829	NA		N2	1998B	1998B
A/swine/Ohio/21TOSU1834/2021	21TOSU1834	NA		N2	1998B	1998B
A/swine/Ohio/21TOSU1840/2021	21TOSU1840	NA		N2	1998B	1998B
A/swine/Ohio/21TOSU1850/2021	21TOSU1850	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3382/2021	21TOSU3382	NA		N2	1998B	1998B
A/swine/Kentucky/21TOSU2627/2021	21TOSU2627	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3133/2021	21TOSU3133	NA		N2	1998B	1998B
A/swine/Illinois/21TOSU2123/2021	21TOSU2123	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU2752/2021	21TOSU2752	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU2760/2021	21TOSU2760	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU2768/2021	21TOSU2768	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3102/2021	21TOSU3102	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3108/2021	21TOSU3108	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3109/2021	21TOSU3109	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3113/2021	21TOSU3113	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3114/2021	21TOSU3114	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3115/2021	21TOSU3115	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3117/2021	21TOSU3117	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3124/2021	21TOSU3124	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3132/2021	21TOSU3132	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3135/2021	21TOSU3135	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3386/2021	21TOSU3386	NA		N2	1998B	1998B
A/swine/Indiana/21TOSU3495/2021	21TOSU3495	NA		N2	1998B	1998B
